Paper Name,Link,Year,Venue
Does code decay? Assessing the evidence from change management data,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/895984,2001,IEEE Transactions on Software Engineering
The Anatomy of the Grid: Enabling Scalable  Virtual Organizations,https://www.researchgate.net/publication/215757945_The_Anatomy_of_the_Grid_Enabling_Scalable_Virtual_Organizations,2001,International Journal of High Performance Computing Applications
Design Patterns for Concurrent and Distributed Objects,https://www-computer-org.proxy-ub.rug.nl/csdl/proceedings-article/tools/2001/12510361/12OmNzgwmNy,2001,TOOLS
Software reflexion models: bridging the gap between design and implementation,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/917525,2001,IEEE Transactions on Software Engineering
The structure and value of modularity in software design,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/503271.503224,2001,ACM SIGSOFT Software Engineering Notes
Applying the design structure matrix to system decomposition and integration problems: a review and new directions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/946528,2001,IEEE Transactions on Engineering Management
"Agile software development, the people factor",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/963450,2001,Computer
Evolving Object-Oriented Designs with Refactorings,https://link-springer-com.proxy-ub.rug.nl/content/pdf/10.1023/A:1008715808855.pdf,2001,Automated Software Engineering
An Approach for Recovering Distributed System Architectures,https://link-springer-com.proxy-ub.rug.nl/article/10.1023/A:1011217720860,2001,Automated Software Engineering
Software Product Lines: Practices and Patterns,https://www.amazon.nl/Software-Product-Lines-Practices-Patterns/dp/0201703327,2001,Book
Continuous and discontinuous software evolution: aspects of software evolution across multiple product lines,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/602461.602477,2001,IWPSE
Comparing graph-based program comprehension tools to relational database-based tools,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/921732,2001,IWPC
On discriminative vs. generative classifiers: a comparison of logistic regression and naive Bayes,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2980539.2980648,2001,NIPS
Six Sigma Simplified: Quantum Improvement Made Easy,https://www.amazon.in/Six-Sigma-Simplified-Improvement-Coloring/dp/1884180132,2001,Book
An Empirical Study of the Naïve Bayes Classifier,https://www.researchgate.net/publication/228845263_An_Empirical_Study_of_the_Naive_Bayes_Classifier,2001,T.J. Watson IBM Research Center
Analysis and manipulation of distributed multi-language software code,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/972665,2001,SCAM
Detecting design flaws via metrics in object-oriented systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/941671,2001,TOOLS
Making inconsistency respectable in software development,https://www.sciencedirect.com/science/article/pii/S016412120100036X,2001,10.1016/S0164-1212(01)00036-X
Scalable consistency checking between diagrams - the VIEWINTEGRA approach,https://ieeexplore.ieee.org/abstract/document/989835,2001,10.1109/ASE.2001.989835
Two Case Studies of Open Source Software Development: Apache and Mozilla,https://www.researchgate.net/publication/2541437_Two_Case_Studies_of_Open_Source_Software_Development_Apache_and_Mozilla,2002,Article
Plan Representation for Robotic Agents,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/3-540-36381-5_3,2002,Book
Quick and Easy Implementation of the Benjamini-Hochberg Procedure for Controlling the False Positive Rate in Multiple Comparisons,https://www.researchgate.net/publication/250185845_Quick_and_Easy_Implementation_of_the_Benjamini-Hochberg_Procedure_for_Controlling_the_False_Positive_Rate_in_Multiple_Comparisons,2002,Journal of Educational and Behavioral Statistics
Agile Modeling: Effective Practices for eXtreme Programming and the Unified Process,Agile modeling: effective practices for extreme programming and the unified process,2002,Book
Evaluating a Software Architecture,https://scholar.google.nl/scholar_url?url=http://community.wvu.edu/~hhammar/CU/swarch/lecture%2520slides/slides%25208%2520sw%2520architecture%2520evaluation/supporting%2520docs/paul%2520clements%2520Evaluating%2520a%2520Software%2520Architecture.docx&hl=nl&sa=X&ei=EBZgYu_qBZGJmwGIxre4DA&scisig=AAGBfm27_c6ADz0Cec6_Oc686zQVvpjIig&oi=scholarr,2002,Book
Predicting Risk of Software Changes,https://ieeexplore-ieee-org.proxy-ub.rug.nl/stamp/stamp.jsp?arnumber=6772130,2002,Article
Visualizing software changes,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/995435,2002,IEEE Transactions on Software Engineering
Atomic architectural component recovery for program understanding and evolution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1167807,2002,ICSM
A heuristic search approach to solving the software clustering problem,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/935622,2002,Thesis
A survey on software architecture analysis methods,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1019479,2002,IEEE Transactions on Software Engineering
Agile Software Development with SCRUM,https://www.amazon.nl/Agile-Software-Development-SCRUM-Schwaber/dp/0130676349,2002,Book
Improving security using extensible lightweight static analysis,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/976940,2002,IEEE Software
SimRank: a measure of structural-context similarity,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/775047.775126,2002,KDD
Cluster merging and splitting in hierarchical clustering algorithms,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1183896,2002,IEEE International Conference on Data Mining
Software archaeology,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/991327,2002,IEEE Software
Automatic extraction of object-oriented component interfaces,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/566172.566212,2002,ISSTA
Statistics review 6: Nonparametric methods,https://ccforum.biomedcentral.com/articles/10.1186/cc1820,2002,Critical Care
SMOTE: synthetic minority over-sampling technique,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/1622407.1622416,2002,Journal of Artificial Intelligence Research
A fast and elitist multiobjective genetic algorithm,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/996017,2002,IEEE Transactions on Evolutionary Computation
Using clone detection to manage a product line,https://www.researchgate.net/publication/228420828_Using_clone_detection_to_manage_a_product_line,2002,International Conference on Software Reuse 
CCFinder: a multilinguistic token-based code clone detection system for large scale source code,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1019480,2002,IEEE Transactions on Software Engineering
Combining Modelling Strategies to Analyse Teaching Styles Data,https://link-springer-com.proxy-ub.rug.nl/article/10.1023/A:1014969805388,2002,Quality and Quantity
Are their design specifications consistent with our requirements?,https://ieeexplore.ieee.org/abstract/document/1048517,2002,10.1109/ICRE.2002.1048517
A quality-model-based approach for describing and evaluating software packages,https://ieeexplore.ieee.org/abstract/document/1048512,2002,10.1109/ICRE.2002.1048512
Documenting Software Architectures: Views and Beyond,https://www.researchgate.net/publication/234787962_Documenting_Software_Architectures_Views_and_Beyond,2002,ICSE
ArchJava: connecting software architecture to implementation,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1007967,2002,ICSE
Visualization of test information to assist fault location,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/581339.581397,2002,ICSE
Expertise Browser: a quantitative approach to identifying expertise,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1007994,2002,ICSE
Reducing Wasted Development Time Via Continuous Testing,https://www.researchgate.net/publication/4047584_Reducing_Wasted_Development_Time_Via_Continuous_Testing,2003,ISSRE
Software architectural support for handheld computing,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1231196,2003,Computer
"Agile Software Development, Principles, Patterns, and Practices",https://frankstoncustomtshirts.com.au/sites/default/files/webform/pdf-agile-software-development-principles-patterns-and-practices-robert-c-martin-pdf-download-free-book-82b97c1.pdf,2003,Book
"Performance Solutions: A Practical Guide to Creating Responsive, Scalable Software",https://www.amazon.com/Performance-Solutions-Practical-Creating-Responsive/dp/0201722291,2003,Book
Validating UML models against architectural profiles,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/949952.940081,2003,ACM SIGSOFT Software Engineering Notes
Supporting Software Architecture Evolution,http://citeseerx.ist.psu.edu.proxy-ub.rug.nl/viewdoc/download?doi=10.1.1.102.4041&rep=rep1&type=pdf,2003,Thesis
"Enterprise Integration Patterns: Designing, Building, and Deploying Messaging Solutions",https://www.amazon.co.uk/Enterprise-Integration-Patterns-Designing-Addison-Wesley/dp/0321200683,2003,Book
The IIR evaluation model: A framework for evaluation of interactive information retrieval systems,https://www.researchgate.net/publication/26387657_The_IIR_evaluation_model_A_framework_for_evaluation_of_interactive_information_retrieval_systems,2003,Information Research
Latent Dirichlet Allocation,https://www.jmlr.org/papers/volume3/blei03a/blei03a.pdf,2003,Journal of Machine Learning Research
Iterative and incremental developments. A brief history,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1204375,2003,Computer
"Software by Numbers: Low-Risk, High-Return Development",https://www.amazon.com/Software-Numbers-Low-Risk-High-Return-Development/dp/0131407287,2003,Book
"Software visualization in software maintenance, reverse engineeringm and re-engineering: a research survey",https://onlinelibrary-wiley-com.proxy-ub.rug.nl/doi/10.1002/smr.270,2003,Journal of Software Maintenance Research and Practice
Materials in Architectural Design Education Software: A Case Study,https://journals-sagepub-com.proxy-ub.rug.nl/doi/10.1260/147807703322467423,2003,International Journal of Architectural Computing
A machine learning approach for the curation of biomedical literature,https://dl-acm-org.proxy-ub.rug.nl/doi/abs/10.5555/1757788.1757847,2003,ECIR
Deriving Architectural Tactics: A Step Toward Methodical Architectural Design,https://www.researchgate.net/publication/235106299_Deriving_Architectural_Tactics_A_Step_Toward_Methodical_Architectural_Design,2003,Technical report DTIC
Ratinale Unified Process--An Introduction,https://www.amazon.nl/Rational-Unified-Process-Kruchten-Philippe/dp/0321197704,2003,Book
Rigorous evaluation of COTS middleware technology,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1185217,2003,Computer
Using Multiple Views to Model and Analyze Software Architecture: An Experience Report,https://www-semanticscholar-org.proxy-ub.rug.nl/paper/Using-Multiple-Views-to-Model-and-Analyze-Software-Roshandel-Schmerl/09e90ff996126239f3e1a332e3e1b1766280936c,2003,Technical Report 
Experiences with Software Product Family Evolution,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/942803.943723,2003,IWPSE
The Evolution of Product Line Assets,https://www.researchgate.net/publication/235031098_The_Evolution_of_Product_Line_Assets,2003,Technical report
"Formal Modeling and Analysis of Software Architecture: Components, Connectors, and Events",https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-540-39800-4_1,2003,SFM
Discovering use cases from source code using the branch-reserving call graph,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1254358,2003,APSEC
Empirical Analysis of CK Metrics for Object-Oriented Design Complexity: Implications for Software Defects,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1109/TSE.2003.1191795,2003,IEEE Transactions on Software Engineering
J2EE AntiPatterns,https://www.amazon.nl/J2EE-AntiPatterns-Bill-Dudney/dp/0471146153,2003,Book
A tool for understanding multi-language program dependencies,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1199190,2003,IWPC
Common Vulnerabilities in Critical Infrastructure Control Systems,https://www.researchgate.net/publication/245704308_Common_vulnerabilities_in_critical_infrastructure_control_systems,2003,Sandia National Laboratories
Language Support for Connector Abstractions,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-540-45070-2_5,2003,ECOOP
CVS release history data for detecting logical couplings,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1231205,2003,International Workshop on Principles of Software Evolution
Recovering documentation-to-source-code traceability links using latent semantic indexing,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1201194,2003,ICSE
"Architecture, design, implementation",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1201196,2003,ICSE
An Ontology of Architectural Design Decisions in Software-Intensive Systems,https://www.researchgate.net/publication/245352502_An_Ontology_of_Architectural_Design_Decisions_in_Software-Intensive_Systems,2004,GWSV
An effectiveness measure for software clustering algorithms,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1311061,2004,IWPC
A Survey of Software Refactoring,https://ieeexplore-ieee-org.proxy-ub.rug.nl/stamp/stamp.jsp?arnumber=1265817,2004,IEEE Transactions on Software Engineering
Evaluation of tool support for architectural evolution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1342768,2004,ASE
Static analysis for security,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1366126,2004,IEEE Security & Privacy
Model-based performance prediction in software development: a survey,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1291833,2004,IEEE Transactions on Software Engineering
Architecture-aware adaptive clustering of OO systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1281401,2004,CSMR
The three threats of action research: a discussion of methodological antidotes in the context of an information systems study,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0167923603000228?via%3Dihub,2004,Decision Support Systems
A framework for classifying and comparing software architecture evaluation methods,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1290484,2004,ASWEC
Detection strategies: metrics-based rules for detecting design flaws,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1357820,2004,ICSM
Combining Pattern Classifiers: Methods and Algorithms,https://www-wiley-com.proxy-ub.rug.nl/en-us/Combining+Pattern+Classifiers%3A+Methods+and+Algorithms%2C+2nd+Edition-p-9781118315231,2004,Book
Eye-tracking analysis of user behavior in WWW search,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1008992.1009079,2004,SIGIR
Service-Oriented Architecture: A Field Guide to Integrating XML and Web Services,https://www.amazon.com/Service-Oriented-Architecture-Integrating-Services-Computing/dp/0131428985,2004,Book
An experimental evaluation of continuous testing during development,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1007512.1007523,2004,ISSTA
A differencing algorithm for object-oriented programs,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1342719,2004,ASE
