Paper Name,Link,Year,Type,Analysed,MSR,SA,MSR4SA,Rank,Data Extraction,Note,Description,
How do you Architect your Robots? State of the Practice and Guidelines for the ROS-based Systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9276566,2020,ICSE,No,Yes ,Yes,Yes,A*,Yes (Dennis),,"This paper presents an observational study aimed at (i) unveiling the state-of-the-practice for architecting ROS-based systems and (ii) providing guidance to roboticists about how to properly architect ROS-based systems. To achieve these goals, they (i) build a dataset of 335 GitHub repositories containing real open-source ROS-based systems, (ii) mine the repositories for extracting the state of the practice about how roboticists are architecting them, and (iii) synthesize a catalog of 49 evidence-based guidelines for architecting ROS-based systems",
Going Green: An Exploratory Analysis of Energy-Related Questions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7180107,2015,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analysed",
Energy-efficient mobile robot exploration,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1641761,2006,ICRA,No,No,No,No,,,,This paper presents an approach for energy-efficient robot exploration,
Energy Efficient Use of Multirobot Production Lines in the Automotive Industry: Detailed System Modeling and Optimization,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6668986,2014,IEEE Transactions on Software Engineering,No,No,No,No,,,,This paper quantitatively reports about potential energy savings on robotic assembly lines for the automotive industry,
Mining Energy-Aware Commits,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7180067,2015,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analysed",
Future Trends in Software Engineering Research for Mobile Apps,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7476770,2016,SANER,No,No,No,No,,,,"In this paper, they discuss current and future research trends within the framework of the various stages in the software development life-cycle of mobile apps",
Fine-grained power modeling for smartphones using system call tracing,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/1966445.1966460,2011,Proceedings of the sixth conference on Computer systems,No,No,Yes,No,,,,"They propose a new, system-call-based power modeling approach which gracefully encompasses both utilization-based and non-utilization-based power behavior",
Robotics in the Netherlands,https://www.araneo-magna.nl/images/pdfs/Robotics-in-the-Netherlandsfinal.pdf,2016,Netherlands Foreign Investment Agency,No,No,No,No,,,,"This report aims to give a brief overview of what the Netherlands can expect in terms of trends, recent developments, and growth potentials for the Netherlands",
Energy efficiency: A new concern for application software developers ,https://www.researchgate.net/publication/321349992_Energy_efficiency_A_new_concern_for_application_software_developers,2017,Communications of the ACM,No,No,No,No,,,,They conducted a survey with software developers to understand their perception about software energy consumption issues,
Mining questions about software energy consumption,https://www.researchgate.net/publication/266657796_Mining_questions_about_software_energy_consumption,2014,MSR,Yes,,,,,,,"It is part of the MSR conference, so it is already analysed",
Green Architectural Tactics for the Cloud,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6827097,2014,ICSA,Yes,,,,,,,"It is part of the ICSA conference, so it is already analysed",
ROS: an open-source Robot Operating System,https://www.researchgate.net/publication/233881999_ROS_an_open-source_Robot_Operating_System,2009,ICRA,No,No,No,No,,,,"This paper gives an overview of ROS, an open-source robot operating system",
Energy consumption anatomy of live video streaming from a smartphone,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7136502,2014,PIMRC,No,No,No,No,,,,They report results from a measurement study to dissect the smartphone energy consumption when shooting and streaming video,
Framework for Haptic Teleoperation of a Remote Robotic Arm Device,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8588546,2018,SBR/WRE,No,No,No,No,,,,"In this work, they propose a framework for the remote operation of a servo motor robotic arm using haptic feedback",
How does Docker affect energy consumption? Evaluating workloads in and out of Docker containers,https://www.researchgate.net/publication/316663361_How_does_Docker_affect_energy_consumption_Evaluating_workloads_in_and_out_of_Docker_containers,2017,Journal of Systems and Software,No,No,No,No,,,,They test to see if containers have a low energy consumption,
Energy efficiency in the robot arm using genetic algorithm,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8406625,2018,IRANOPEN,No,No,No,No,,,,"In this paper, they want to minimize the energy consumption of arm robots by optimizing energy consumption and using optimized control algorithms and control systems",
Statistics: Informed Decisions Using Data,https://www.pearson.com/us/higher-education/product/Sullivan-Statistics-Informed-Decisions-Using-Data-5th-Edition/9780134133539.html,2013,Book,No,No,No,No,,,,"This book is about statistics, so it does not discuss SA or MSR",
Energy Efficiency in Robotics Software: A Systematic Literature Review,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/9319310,2020,ASEW,No,No,No,No,,,,The goal of this paper is to present a review of existing research on energy efficiency in robotics software,
Quick and Easy Implementation of the Benjamini-Hochberg Procedure for Controlling the False Positive Rate in Multiple Comparisons,https://www.researchgate.net/publication/250185845_Quick_and_Easy_Implementation_of_the_Benjamini-Hochberg_Procedure_for_Controlling_the_False_Positive_Rate_in_Multiple_Comparisons,2002,Journal of Educational and Behavioral Statistics,No,No,No,No,,,,This short note illustrates that the B-H procedure is extremely simple to implement using widely available spreadsheet software,
The need to report effect size estimates revisited. An overview of some recommended measures of effect size,https://www.researchgate.net/publication/303919832_The_need_to_report_effect_size_estimates_revisited_An_overview_of_some_recommended_measures_of_effect_size,2014,Article,No,No,No,No,,,,"The main objectives of this contribution are to promote various effect size measures in sport sciences through bringing to the readers' attention the benefits of reporting them, and to present examples of such estimates with a greater focus on those that can be calculated for non-parametric tests",
Architectural Tactics for Big Data Cybersecurity Analytic Systems: A Review,https://www.researchgate.net/publication/323118409_Architectural_Tactics_for_Big_Data_Cybersecurity_Analytic_Systems_A_Review,2018,Journal of Systems and Software,No,Yes,Yes,No,,,,This is a systematic literature review of currently recognized knowledge concerning architectural technical debt. MSR is not used for this,
Analyzing Software Engineering Experiments: Everything You Always Wanted to Know But Were Afraid to Ask,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7965409,2017,ICSE,No,No,No,No,,,,The aim of this technical briefing is to help participants to avoid common pitfalls when analyzing the results of software engineering experiments,
Checking Consistency of Robot Software Architectures in ROS,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8445812,2018,RoSE,No,Yes,Yes,Yes,Not ranked,,1 repository,They propose an approach and a corresponding tool to analyze ROS nodes and their launch files to check consistency and issue warnings if potential problems are detected,
Experimentation in Software Engineering,https://books.google.nl/books/about/Experimentation_in_Software_Engineering.html?id=QPVsM1_U8nkC&redir_esc=y,2012,Book,No,No,No,No,,,,"The purpose of this book is to introduce students, teachers, researchers, and practitioners to empirical studies in software engineering, using controlled experiments",
Power-minimization and energy-reduction autonomous navigation of an omnidirectional Mecanum robot via the dynamic window approach local trajectory planning,https://www.researchgate.net/publication/322830726_Power-minimization_and_energy-reduction_autonomous_navigation_of_an_omnidirectional_Mecanum_robot_via_the_dynamic_window_approach_local_trajectory_planning,2018,International Journal of Advanced Robotic Systems,No,No,No,No,,,,"To improve the energy efficiency of the Mecanum wheel, this article extends the dynamic window approach by adding a new energy-related criterion for minimizing the power consumption of autonomous mobile robots",
Planning for change: a reconfiguration language for distributed systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/289939,1994,Workshop on Configurable Distributed Systems,No,No,No,No,,,,They are studying notations for users to express reconfiguration plans,
A large-scale study of architectural evolution in open-source software systems,https://www.researchgate.net/publication/309746911_A_large-scale_study_of_architectural_evolution_in_open-source_software_systems,2017,Empirical Software Engineering,No,Yes,Yes,Yes,A,Yes (Dennis),,"In this paper, they take a step toward addressing architectural decay by introducing an architecture recovery framework, ARCADE, for conducting large-scale replicable empirical studies of architectural change across different versions of a software system",
Software Architecture: The Next Step,https://www.researchgate.net/publication/221105839_Software_Architecture_The_Next_Step,2004,ECSA,Yes,,,,,,,"It is part of the ECSA conference, so it is already analysed",
Design rationale: Researching under uncertainty,https://www.researchgate.net/publication/220306645_Design_rationale_Researching_under_uncertainty,2008,Artificial Intelligence for Engineering Design Analysis and Manufacturing,No,No,No,No,,,,"This paper discusses the ""doom and gloom"" predictions of rationale's failure, provides a survey of evauluations of rationale systems, and discusses what we hope is a brighter outlook for rationale research in the future",
Towards Automated Solution Synthesis and Rationale Capture in Decision-Centric Architecture Design,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/4459160,2008,WICSA,Yes,,,,,,,"It is part of the WICSA conference, so it is already analysed",
The Value of Design Rationale Information,https://dl-acm-org.proxy-ub.rug.nl/doi/pdf/10.1145/2491509.2491515,2013,TOSEM,No,No,No,No,,,,The aim of this article is to empirically investigate the customization of the Design Rationale Documentation (DRD) by documenting only the information items that will probably be required for executing an activity,
A comparative analysis of software architecture recovery techniques,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6693106,2013,ASE,No,Yes,Yes,Yes,A*,,"Comparison of tools, 8 systems each 1 version","In this paper, they use a set of eight architectures as ground truths in performing a comparative analysis of six state-of-the-art software architecture recovery techniques",
Enhancing architectural recovery using concerns,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6100123,2011,ASE,No ,No,Yes,No,,,,They present a machine learning-based technique for recovering an architectural view containing a system's components and connectors,
Standard for Systems and Software Engineering - Recommended Practice for Architectural Description of Software-Intensive Systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/4278472,2007,ISO/IEC ,No,No,No,No,,,,A conceptual framework for architectural description,
